experiment_name,epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
train_diff_alpha0.0_beta0.5_fpn15_18_21,195,4617.2,0.83429,0.50905,1.07534,0.9908,0.98,0.99423,0.85675,0.65599,0.38987,1.00257,0.00086659,0.00086659,0.00086659
train_diff_alpha0.0_beta0.5_fpn16_19_22,346,8369.28,1.38016,0.83147,1.85867,0.98843,0.92875,0.9917,0.86639,1.17906,0.58955,1.91845,0.00024359,0.00024359,0.00024359
train_diff_alpha0.0_beta1.0_fpn16_19_22,364,8692.1,1.21258,0.73813,1.8295,0.91925,0.98,0.99126,0.86148,1.21737,0.59671,1.91876,0.000169326,0.000169326,0.000169326
train_diff_alpha0.0_beta1.5_fpn16_19_22,278,6507.86,1.5469,0.88939,1.90879,0.99369,0.97563,0.99113,0.86637,1.24973,0.62612,1.95165,0.000524146,0.000524146,0.000524146
train_diff_alpha0.0_beta2.0_fpn16_19_22,345,8062.67,1.3051,0.69581,1.7316,0.98634,0.98159,0.995,0.86083,1.25121,0.55691,1.87978,0.000247716,0.000247716,0.000247716
train_diff_alpha0.1_beta0.0_fpn16_19_22,278,6504.92,1.59375,0.88111,1.90374,0.97673,0.9612,0.99247,0.86661,1.20428,0.65181,1.93692,0.000524146,0.000524146,0.000524146
train_diff_alpha0.1_beta0.5_fpn16_19_22,365,8528.38,1.4044,0.7748,1.79962,0.90451,0.99549,0.98822,0.84758,1.27463,0.64497,1.87028,0.0001652,0.0001652,0.0001652
train_diff_alpha0.1_beta1.0_fpn16_19_22,328,7653.12,1.29275,0.77615,1.88555,0.94963,0.99978,0.99037,0.86354,1.1792,0.55915,1.8809,0.000317855,0.000317855,0.000317855
train_diff_alpha0.1_beta1.5_fpn16_19_22,360,8418.99,1.22186,0.7013,1.76788,0.99281,0.98,0.99423,0.86496,1.27849,0.51881,1.96269,0.000185829,0.000185829,0.000185829
train_diff_alpha0.1_beta2.0_fpn16_19_22,234,5468.11,1.59049,0.92392,1.96675,0.96274,0.99425,0.99272,0.84495,1.32223,0.67197,1.98435,0.000705683,0.000705683,0.000705683
train_diff_alpha0.3_beta0.0_fpn16_19_22,384,8969.09,1.23175,0.76594,1.81896,0.91169,1,0.9917,0.86403,1.14822,0.55343,1.93553,8.6809e-05,8.6809e-05,8.6809e-05
train_diff_alpha0.3_beta0.5_fpn16_19_22,340,7934.76,1.31258,0.72858,1.84178,0.9359,0.96875,0.98762,0.86814,1.20959,0.60798,1.83393,0.000268345,0.000268345,0.000268345
train_diff_alpha0.3_beta1.0_fpn16_19_22,362,8466.67,1.43966,0.81384,1.91739,0.99354,0.97447,0.99423,0.85387,1.2373,0.58493,1.89264,0.000177577,0.000177577,0.000177577
train_diff_alpha0.3_beta1.5_fpn16_19_22,340,7935.48,1.32277,0.72702,1.86418,1,0.93253,0.98713,0.86144,1.17863,0.55848,1.89508,0.000268345,0.000268345,0.000268345
train_diff_alpha0.3_beta2.0_fpn16_19_22,385,8986.06,1.14568,0.61731,1.85029,0.96482,0.98842,0.99423,0.87127,1.15471,0.48946,1.90294,8.26832e-05,8.26832e-05,8.26832e-05
train_diff_alpha0.5_beta0.0_fpn16_19_22,375,8761.68,1.23181,0.68483,1.76265,0.99104,1,0.995,0.87041,1.17645,0.53591,1.9165,0.000123941,0.000123941,0.000123941
train_diff_alpha0.5_beta0.5_fpn16_19_22,339,7933.47,1.31384,0.72975,1.84118,0.95391,0.98972,0.99352,0.86093,1.25142,0.58636,1.92945,0.000272471,0.000272471,0.000272471
train_diff_alpha0.5_beta1.0_fpn16_19_22,376,8764.39,1.26928,0.66372,1.78703,0.90176,0.99844,0.98685,0.85346,1.25393,0.60626,1.92147,0.000119816,0.000119816,0.000119816
train_diff_alpha0.5_beta1.5_fpn16_19_22,346,8068.34,1.32605,0.79476,1.85022,0.99013,0.98,0.99352,0.87607,1.22943,0.53034,1.92852,0.00024359,0.00024359,0.00024359
train_diff_alpha0.5_beta2.0_fpn16_19_22,327,7603.86,1.36508,0.80603,1.82224,0.95377,1,0.99352,0.87213,1.17033,0.51918,1.85214,0.000321981,0.000321981,0.000321981
train_npp_l2d0.02_l1d0.06_mask0.3_fpn15_18_21,1,25.3293,1.52459,5.98334,1.27706,0.99127,0.14,0.21554,0.15726,1.53826,21.5497,1.69738,0.000539324,0.000539324,0.000539324
